,Video_id,Video_Channel_title,Stats_Comment,Stats_Fav,Stats_Like,Stats_view
9,xCoAcidhMN4,Linus Tech Tips,1117,0,5583,446304
10,svv0JZYojt0,Linus Tech Tips,375,0,1744,59284
11,k7hiVxJE42c,Linus Tech Tips,1701,0,5673,426509
12,XxJWh3mHN9Q,Linus Tech Tips,1484,0,8324,240897
13,hpENvSU5Ryg,Linus Tech Tips,177,0,942,47034
14,gW1-NEexTp8,Linus Tech Tips,297,0,873,36173
15,lFEa1p30hTQ,Linus Tech Tips,1089,0,1829,91667
16,Hn9CfHRQ7P0,Linus Tech Tips,474,0,2137,132076
17,O7d40VBQ9sw,Linus Tech Tips,1159,0,1866,38638
18,2jswDlyrN3E,Linus Tech Tips,408,0,2321,143071
19,U5TLqz6mWSU,Linus Tech Tips,372,0,1371,99182
20,NukWpbBeeVY,Linus Tech Tips,1294,0,3363,53299
21,XCTcewf_zYg,Linus Tech Tips,482,0,1050,44450
22,hKTS2q2oRKg,Linus Tech Tips,700,0,2270,136241
23,ydoNhciRsXw,Linus Tech Tips,692,0,1256,46212
24,DeQWEK9J-G0,Linus Tech Tips,213,0,847,35084
25,iueTVM3xfFM,Linus Tech Tips,949,0,2671,209836
26,eS_cNCIr3qU,Linus Tech Tips,279,0,817,21571
27,uaRcP_yvEXM,Linus Tech Tips,154,0,609,27403
28,MlbQoylBIiU,Linus Tech Tips,579,0,2407,224951
29,VCf86QQeTnc,Linus Tech Tips,935,0,2428,155672
30,HpOf7aeAiLo,Linus Tech Tips,295,0,1224,74082
31,ftO8HHLGwwU,Linus Tech Tips,355,0,1253,80263
32,TqZEmVmdO7A,Linus Tech Tips,596,0,2117,88175
33,ZbnyFq026KE,Linus Tech Tips,226,0,921,35197
34,KWR07ZxxblY,Linus Tech Tips,260,0,765,23992
35,VdtDd3NnGsY,Linus Tech Tips,744,0,1132,38550
36,rYPFuX0klco,Linus Tech Tips,420,0,2045,198806
37,KgzRHfH6dhY,Linus Tech Tips,256,0,802,36792
38,ty4dXzxxwP4,Linus Tech Tips,197,0,804,37970
39,jPrDV395-74,Linus Tech Tips,1079,0,1723,51146
40,Jq1Xs6qwCcg,Linus Tech Tips,758,0,2596,169489
41,PlcE6aI20oE,Linus Tech Tips,781,0,2786,144140
42,JXHetvR-EUs,Linus Tech Tips,1508,0,6870,125978
43,1HMkEHlIiBo,Linus Tech Tips,1038,0,2925,281518
44,clzo-FJM6wg,Linus Tech Tips,86,0,383,24060
45,mtmha7cCRfM,Linus Tech Tips,282,0,722,21589
46,TQV-7dP5wRI,Linus Tech Tips,610,0,2191,127994
47,ExkMXlZ02l4,Linus Tech Tips,238,0,735,25718
48,F9efVV7Eo9Q,Linus Tech Tips,272,0,1078,34778
49,TqNN2fHPK_M,Linus Tech Tips,824,0,2929,232300
0,ptqi33_J2g4,Linus Tech Tips,166,0,579,30986
1,bsTZbfPCuTs,Linus Tech Tips,781,0,2723,214022
2,emHOGZvK8ic,Linus Tech Tips,1804,0,3424,129960
3,mzc0lqK1WnQ,Linus Tech Tips,185,0,723,19343
4,838qp902hyw,Linus Tech Tips,374,0,1530,81476
5,Mju3AmdoVhs,Linus Tech Tips,535,0,2309,159030
6,piMkcW42QpY,Linus Tech Tips,161,0,531,23890
7,W_qqu-o59Hk,Linus Tech Tips,434,0,1577,121052
8,-k3xqsFa7wA,Linus Tech Tips,197,0,738,48804
9,RJpu2N4rkao,Linus Tech Tips,384,0,953,43970
10,WLuF6Ax8tz4,Linus Tech Tips,163,0,872,44818
11,5mB87aCKia0,Linus Tech Tips,317,0,944,33768
12,s6nsfYFL36k,Linus Tech Tips,357,0,1166,50961
13,HaXVrCFvL94,Linus Tech Tips,1287,0,2870,244067
14,MzoYxwjtNOo,Linus Tech Tips,465,0,1153,92327
15,IsW6EZUk6sc,Linus Tech Tips,194,0,704,41507
16,QkmEFfCy-88,Linus Tech Tips,499,0,2091,131480
17,86W5-Rwy7Gk,Linus Tech Tips,241,0,677,34696
18,ibuXcStgYF8,Linus Tech Tips,666,0,1557,104189
19,wGQjfC6nzkg,Linus Tech Tips,571,0,1483,138759
20,tIQ9N2bG14I,Linus Tech Tips,399,0,1038,49667
21,oZT4k0Ti8Mc,Linus Tech Tips,8,0,636,
22,QNVb3EfjIvA,Linus Tech Tips,8,0,422,
23,7nNGrLkPBE8,Linus Tech Tips,593,0,1839,112166
24,mIlEJMwz0PI,Linus Tech Tips,328,0,1204,59684
25,FdKuQlQgjU4,Linus Tech Tips,383,0,1354,51390
26,eZTTrn5fKj4,Linus Tech Tips,764,0,2421,107205
27,fm3pb9DL9EM,Linus Tech Tips,999,0,2636,129162
28,OmFPfXOCDTc,Linus Tech Tips,929,0,2128,111366
29,MPnqmuuXcFM,Linus Tech Tips,1113,0,4306,257652
30,TvuUSxzpHlM,Linus Tech Tips,128,0,3158,
31,BJI8f81a9IA,Linus Tech Tips,1792,0,3771,338627
32,Op_5cp7JwTw,Linus Tech Tips,500,0,976,52360
33,kmKmbH7z_Nc,Linus Tech Tips,689,0,2501,238755
34,CTI6eMpdgrY,Linus Tech Tips,434,0,1350,97140
35,pvwt2wRh2w0,Linus Tech Tips,509,0,1451,69977
36,p2lTBQcT5pY,Linus Tech Tips,26,0,1263,
37,0UTcIePVH7Q,Linus Tech Tips,108,0,518,23799
38,HXPwLDt0gHU,Linus Tech Tips,292,0,1261,125375
39,bm8MiDjC26s,Linus Tech Tips,256,0,774,31283
40,sZXqtxlue8A,Linus Tech Tips,278,0,610,38936
41,7jkr8Ns9X10,Linus Tech Tips,234,0,644,42757
42,AFFNsgSIROY,Linus Tech Tips,560,0,1192,209179
43,c9akNRmlcNE,Linus Tech Tips,1383,0,2617,179960
44,nE-7EkexalU,Linus Tech Tips,941,0,3156,350477
45,OzF2umE4fUg,Linus Tech Tips,265,0,737,34612
46,Lye9e_LGoww,Linus Tech Tips,496,0,1507,95369
47,lA9B613Tvyg,Linus Tech Tips,986,0,2399,195819
48,_V8Okq9p3KY,Linus Tech Tips,195,0,748,27837
49,DAiPmazmR_M,Linus Tech Tips,703,0,2120,121723
0,VoWB1wOqlvI,Linus Tech Tips,568,0,1090,77676
1,j8hFL99pnN8,Linus Tech Tips,286,0,735,37003
2,kTujzlj11I8,Linus Tech Tips,2297,0,3705,483474
3,qBoqCC68i_c,Linus Tech Tips,553,0,1368,72528
4,nkf6OhVf-4g,Linus Tech Tips,450,0,1764,106779
5,G07spSBR118,Linus Tech Tips,300,0,1093,77941
6,yXXDeK9YMdI,Linus Tech Tips,392,0,1156,85227
7,QCbZj33JK-4,Linus Tech Tips,120,0,517,31570
8,0aJVWhjubZs,Linus Tech Tips,101,0,502,24983
9,T4GHRJm5N8M,Linus Tech Tips,413,0,1249,67847
10,97vIGYgfsG0,Linus Tech Tips,272,0,853,48162
11,lJLXTr8Kg0A,Linus Tech Tips,226,0,901,48038
12,G2LLvoiF0N8,Linus Tech Tips,574,0,2798,201239
13,7SdDL-A28Sg,Linus Tech Tips,723,0,2372,111020
14,h9LG5vMoKWg,Linus Tech Tips,302,0,987,45012
15,fg4_3vJ1PZw,Linus Tech Tips,612,0,918,51676
16,7ht4HW_D9f4,Linus Tech Tips,473,0,1684,151828
17,fZed5r9tXHQ,Linus Tech Tips,767,0,4552,257821
18,X5gOn5UOR7Q,Linus Tech Tips,130,0,495,19090
19,BkmOVMHRSjc,Linus Tech Tips,602,0,1517,83008
20,KNh0R7hV3TY,Linus Tech Tips,590,0,1892,76545
21,bKEGFsxaxgk,Linus Tech Tips,743,0,2306,123598
22,HPQqb1ZvYY8,Linus Tech Tips,211,0,1275,199631
23,S53ck-rKbnU,Linus Tech Tips,426,0,1297,107809
24,Hq4UPWmaI9U,Linus Tech Tips,167,0,764,44262
25,CRwhMb5DpXs,Linus Tech Tips,232,0,688,30041
26,widnzWL6HQ4,Linus Tech Tips,672,0,1547,111879
27,d3aB8e5mSAs,Linus Tech Tips,471,0,1390,90232
28,qruFw8BHnNU,Linus Tech Tips,201,0,900,65541
29,ywvJNlD9W7Q,Linus Tech Tips,598,0,1848,168022
30,M2GjboW7e8Q,Linus Tech Tips,203,0,886,34789
31,5lx3jwMg3kQ,Linus Tech Tips,85,0,626,50390
32,rWhV_M7EaXs,Linus Tech Tips,219,0,964,45618
33,N0CzkCd-r6k,Linus Tech Tips,212,0,860,86373
34,kgICPSE-zYQ,Linus Tech Tips,1122,0,4565,291424
35,6nfIIYkB93c,Linus Tech Tips,246,0,937,31522
36,KDTcQABYNFc,Linus Tech Tips,333,0,1121,44649
37,QHyWpbfItZo,Linus Tech Tips,284,0,1399,54271
38,3mioG8KHVUQ,Linus Tech Tips,194,0,765,42311
39,TtOuFCyLFFQ,Linus Tech Tips,735,0,1734,149745
40,1eA3YKaIC_4,Linus Tech Tips,149,0,660,25546
41,sA_KUnaFtKY,Linus Tech Tips,330,0,1212,52204
42,faNQXtMdq7I,Linus Tech Tips,746,0,1911,189003
43,uqVYmtM0xCU,Linus Tech Tips,644,0,1615,69473
44,nCnYQR6ckkc,Linus Tech Tips,509,0,1600,122284
45,0Pym5YwBjwo,Linus Tech Tips,1819,0,5880,103143
46,n_-GVTIxlOI,Linus Tech Tips,194,0,888,48265
47,Bn_JEA1xh-U,Linus Tech Tips,1099,0,2615,153603
48,vCgiu2NuvKo,Linus Tech Tips,466,0,1131,75994
49,XDY4N9IC_Oo,Linus Tech Tips,1901,0,1287,80327
0,XWVRmcjmOu8,Linus Tech Tips,201,0,838,57300
1,dVru241WNcY,Linus Tech Tips,259,0,863,34999
2,ortr1gD-35k,Linus Tech Tips,853,0,1457,90708
3,lwxI0iSkCAk,Linus Tech Tips,851,0,1929,170392
4,4A54lV36QeE,Linus Tech Tips,284,0,541,30627
5,CjIk1JMjMqU,Linus Tech Tips,682,0,1761,157414
6,XA5caREdghU,Linus Tech Tips,189,0,490,32890
7,89_yqUpAkxY,Linus Tech Tips,435,0,1084,70472
8,2eJXR0UXGyo,Linus Tech Tips,102,0,486,59588
9,fM0AIijZnaM,Linus Tech Tips,920,0,2011,135225
10,SyrvdDkS_SA,Linus Tech Tips,421,0,1860,138685
11,-zTDidqrgk0,Linus Tech Tips,132,0,454,21167
12,0CCnrtbnjXs,Linus Tech Tips,344,0,733,57568
13,VokDgvutXEs,Linus Tech Tips,497,0,1275,113870
14,hiBUsbMYRH0,Linus Tech Tips,626,0,2995,268943
15,wyC3iRsXXP0,Linus Tech Tips,200,0,673,68387
16,xBe8LVhOP0A,Linus Tech Tips,312,0,866,58459
17,LWTqzlUFOh8,Linus Tech Tips,2021,0,4001,285497
18,5UVlXckI5js,Linus Tech Tips,1781,0,4283,150731
19,7h1NxA-fWj4,Linus Tech Tips,150,0,645,27613
20,hQsl6yYssjg,Linus Tech Tips,266,0,485,37958
21,QN8VB7R41eA,Linus Tech Tips,743,0,1538,81099
22,pTvz6K3qxmo,Linus Tech Tips,4546,0,14592,1609414
23,rV5Qf8qxrsI,Linus Tech Tips,247,0,512,30109
24,H-6bXZ8WNeA,Linus Tech Tips,210,0,554,28525
25,LIPUhvuaN90,Linus Tech Tips,510,0,1670,140940
26,ccSoybU4G0M,Linus Tech Tips,261,0,790,67975
27,XpKColxIg9Q,Linus Tech Tips,1707,0,6325,666929
28,KjXH0S2iqTA,Linus Tech Tips,1118,0,4761,401381
29,ToqPkLbf1po,Linus Tech Tips,486,0,1155,65940
30,HYAaJm8R6iw,Linus Tech Tips,670,0,2429,221253
31,eu4gYXPhNnE,Linus Tech Tips,500,0,1330,90048
32,8_ZawCcWXXk,Linus Tech Tips,507,0,1472,110824
33,1NwySCXtb-M,Linus Tech Tips,153,0,603,26538
34,ksuUv-mZW6s,Linus Tech Tips,229,0,591,27294
35,ubfpYUggqmA,Linus Tech Tips,229,0,653,34826
36,W6PkEVTfgpQ,Linus Tech Tips,325,0,809,48895
37,8yqFawxMPjg,Linus Tech Tips,237,0,547,51210
38,bGYatxJzaBI,Linus Tech Tips,1297,0,3455,293933
39,gOPe21zeiPE,Linus Tech Tips,262,0,690,66001
40,VM7mXO4K0Uo,Linus Tech Tips,277,0,708,90841
41,22l7qd0k-QY,Linus Tech Tips,256,0,708,40941
42,VP-GkKyvlBU,Linus Tech Tips,377,0,1183,102426
43,dIz15lOs7pM,Linus Tech Tips,390,0,840,48819
44,USMMuJ7cGV8,Linus Tech Tips,525,0,1492,57764
45,oNbO7NCsTvE,Linus Tech Tips,593,0,1224,90715
46,MevY8Vq8CG0,Linus Tech Tips,236,0,548,47724
47,XEGsqVe3ENA,Linus Tech Tips,1040,0,1707,108360
48,FzgKqfuXGV0,Linus Tech Tips,228,0,468,19952
49,8sS8fWfEmGE,Linus Tech Tips,608,0,1123,89446
0,ynqNCcVBd0E,Linus Tech Tips,1978,0,3296,357938
1,eLrGJWw6P3M,Linus Tech Tips,323,0,750,61325
2,0bAe30JS3y0,Linus Tech Tips,1223,0,2368,147476
3,FD6MUMYJwjo,Linus Tech Tips,693,0,1410,122995
4,Hsue8KwgAu4,Linus Tech Tips,477,0,1186,72997
5,wYWDyfOwN1o,Linus Tech Tips,217,0,824,38817
6,WvbpIeu3fB8,Linus Tech Tips,520,0,1276,88310
7,9t7RvLIlW2Y,Linus Tech Tips,362,0,1410,92359
8,-OwvSoQnhj4,Linus Tech Tips,476,0,1569,121243
9,jI4Sns5yiiw,Linus Tech Tips,102,0,475,24115
10,RrlEHqGkaxs,Linus Tech Tips,298,0,713,33973
11,zj88eJRTTHc,Linus Tech Tips,139,0,506,22555
12,YQDKWokxk84,Linus Tech Tips,249,0,577,26755
13,KW_BgBRDyiA,Linus Tech Tips,159,0,510,19930
14,axd3KJfk_y4,Linus Tech Tips,207,0,474,21767
15,Y713nZg91n8,Linus Tech Tips,449,0,776,40804
16,4Eg8KI03TXQ,Linus Tech Tips,191,0,372,16952
17,PRQqdpMWoQQ,Linus Tech Tips,435,0,894,103788
18,Wj-fn5Fdeqo,Linus Tech Tips,299,0,632,46952
19,PheTkSj-I-0,Linus Tech Tips,216,0,716,46604
20,Tq2BOlE1VQw,Linus Tech Tips,1282,0,2380,329606
21,yFxFLxLFCic,Linus Tech Tips,286,0,663,42348
22,Htj_VpmP39k,Linus Tech Tips,1170,0,2032,226126
23,Qw9FT4hcbVw,Linus Tech Tips,4304,0,8053,630791
24,GSIRHRiEHNk,Linus Tech Tips,335,0,906,86316
25,xRKKu78Yp9M,Linus Tech Tips,1090,0,2912,273402
26,RLKUGOiO6kE,Linus Tech Tips,427,0,1070,94707
27,jGYqrXSxJZU,Linus Tech Tips,330,0,849,64321
28,oPNVgZwQq58,Linus Tech Tips,441,0,1060,89443
29,3pGybo9uqvI,Linus Tech Tips,426,0,906,73294
30,YAvZoez-Iak,Linus Tech Tips,287,0,1415,157557
31,mx233hvtrSA,Linus Tech Tips,331,0,887,72387
32,k20sDgjJggM,Linus Tech Tips,261,0,607,46867
33,CGS2l4aftiM,Linus Tech Tips,211,0,655,48664
34,rxQzooe5S5Q,Linus Tech Tips,596,0,1540,151485
35,Hzhmd1453Vo,Linus Tech Tips,585,0,1231,93743
36,hc4xqpYLpis,Linus Tech Tips,319,0,861,57061
37,IGfQGnvnwnQ,Linus Tech Tips,647,0,1198,106401
38,AeumbWp-A0s,Linus Tech Tips,1412,0,3457,367688
39,Qz22-ZsZ3q4,Linus Tech Tips,351,0,733,59977
40,JDTTJjdA9Ig,Linus Tech Tips,455,0,1271,157982
41,KahcVIGl3tc,Linus Tech Tips,607,0,1376,129447
42,H3jRt0MQv7A,Linus Tech Tips,860,0,2116,167492
43,M-OKh76vMco,Linus Tech Tips,438,0,979,54333
44,LWcrDOW6hc0,Linus Tech Tips,225,0,571,42216
45,F6zQondEvPM,Linus Tech Tips,674,0,2915,206861
46,5vdGlhahYsQ,Linus Tech Tips,446,0,1001,71329
47,7qoPozCxf10,Linus Tech Tips,150,0,537,36905
48,jcYqwkyAHYw,Linus Tech Tips,403,0,1849,158545
49,T2vKzUhZyBU,Linus Tech Tips,253,0,552,37782
0,xwBrCP9B93E,Linus Tech Tips,2997,0,20926,1339263
1,rAvOqD0K97k,Linus Tech Tips,231,0,685,47804
2,CKT0u8rj2DM,Linus Tech Tips,273,0,731,51337
3,9_DY-XMH2FU,Linus Tech Tips,283,0,811,52062
4,XdZH7s-pwoM,Linus Tech Tips,189,0,996,27490
5,PHmCayveYYQ,Linus Tech Tips,427,0,1285,88778
6,JObXrtAIwYI,Linus Tech Tips,707,0,2202,141702
7,67T1BJJ4bqk,Linus Tech Tips,319,0,826,48052
8,GlWarb7xues,Linus Tech Tips,297,0,1906,208026
9,ViGZ7hyAyBk,Linus Tech Tips,396,0,1430,100848
10,TV73shxh6_Q,Linus Tech Tips,500,0,965,80463
11,Pne4ZXIGHx8,Linus Tech Tips,841,0,1192,123925
12,jyXvhdN9ljQ,Linus Tech Tips,465,0,850,79372
13,-svRvAjgfLQ,Linus Tech Tips,290,0,770,57641
14,MRChkEvBXQA,Linus Tech Tips,427,0,1308,152496
15,mBcv4rPoBFM,Linus Tech Tips,777,0,1906,180665
16,IaPYEOUH7LE,Linus Tech Tips,1013,0,1792,181478
17,eQpxqkTvPH4,Linus Tech Tips,1413,0,4894,503862
18,CkCCAxONy-w,Linus Tech Tips,167,0,625,41363
19,JUhiQZE4_VE,Linus Tech Tips,231,0,537,48927
20,iF_Nxc2rHW0,Linus Tech Tips,595,0,1688,121009
21,ITjg38BtkRg,Linus Tech Tips,362,0,923,60693
22,jjcVgJKS8jU,Linus Tech Tips,159,0,334,23544
23,QlhclcOoUu4,Linus Tech Tips,351,0,1210,125337
24,ZbikMZLKncE,Linus Tech Tips,229,0,698,56154
25,DpllnbARex4,Linus Tech Tips,363,0,812,48308
26,PwEvYuDRMVI,Linus Tech Tips,291,0,796,56296
27,2beyACqPFwE,Linus Tech Tips,410,0,1966,196953
28,qilpxm9TRr0,Linus Tech Tips,168,0,612,48843
29,wfwrubJC3II,Linus Tech Tips,548,0,1866,176284
30,Ft6G6yGshmU,Linus Tech Tips,545,0,2623,212318
31,OqoJpBKiMWs,Linus Tech Tips,385,0,1188,61148
32,X1N41AQL5M0,Linus Tech Tips,143,0,498,46783
33,3pBVKRmnmrI,Linus Tech Tips,869,0,1744,171013
34,HJSXyzrVgsU,Linus Tech Tips,290,0,950,75662
35,XyWpJJ1rzPo,Linus Tech Tips,258,0,832,58841
36,dtVbNgNtBMI,Linus Tech Tips,289,0,685,45148
37,wBk2NeV-eUc,Linus Tech Tips,286,0,1138,361307
38,sp_l7Q9rJ4Y,Linus Tech Tips,1450,0,7848,458129
39,6X2rEIx-Y2Y,Linus Tech Tips,506,0,1301,102807
40,tIF8WjJMsCo,Linus Tech Tips,405,0,1353,95285
41,M-dxRCIgYVU,Linus Tech Tips,281,0,910,47809
42,nWf55Z8X4EI,Linus Tech Tips,251,0,665,28789
43,Fz7J_0fS2KU,Linus Tech Tips,806,0,3269,283618
44,CAevDkRvyok,Linus Tech Tips,356,0,1792,88691
45,UCWuuu-B5Jg,Linus Tech Tips,642,0,1574,175383
46,dXynf-c-w3Q,Linus Tech Tips,107,0,329,19010
47,tydvxGOaEv4,Linus Tech Tips,354,0,982,76023
48,Zoh2l9eqWyo,Linus Tech Tips,310,0,1136,101536
49,9mLj-xgvqdE,Linus Tech Tips,354,0,2345,153307
0,DcdIfcr0q7o,Linus Tech Tips,272,0,948,82985
1,k4InBA9XiHU,Linus Tech Tips,432,0,1118,79301
2,SsMpPmuomdc,Linus Tech Tips,156,0,435,47340
3,8tTwXq0MaNY,Linus Tech Tips,876,0,2984,166550
4,cdzmylEz8hU,Linus Tech Tips,478,0,1835,111078
5,b0DJYeI-LsI,Linus Tech Tips,434,0,1063,132832
6,W4I00LbRfbQ,Linus Tech Tips,543,0,2228,146454
7,VkYtUxa5Jwg,Linus Tech Tips,730,0,1884,131417
8,AoBo2hPdLmM,Linus Tech Tips,617,0,1238,53659
9,AMG-uRt6XUs,Linus Tech Tips,447,0,813,77808
10,Ngsj3oFUd6E,Linus Tech Tips,763,0,2079,145962
11,8fGW4-BAZ7c,Linus Tech Tips,150,0,532,39454
12,vtR5OpRC0Qg,Linus Tech Tips,171,0,492,37790
13,eL85cdRMJ60,Linus Tech Tips,287,0,938,81476
14,cE5EeM_Nv0E,Linus Tech Tips,544,0,1633,94334
15,esh7lV5F6zc,Linus Tech Tips,631,0,2225,176892
16,O8747PFUDhY,Linus Tech Tips,288,0,934,51076
17,TRY1MfihwiE,Linus Tech Tips,1900,0,4236,253273
18,oK1DGZMXmL8,Linus Tech Tips,694,0,2804,313866
19,ONNCUl7VVts,Linus Tech Tips,1389,0,4198,366879
20,GZ8aYmx4PGU,Linus Tech Tips,906,0,1874,174133
21,QHNqNpGZ1jg,Linus Tech Tips,107,0,442,25936
22,ubX0pKrtZiI,Linus Tech Tips,548,0,1348,113746
23,DYG4JJtZ1Zc,Linus Tech Tips,382,0,996,75013
24,4wj3fTs4qMM,Linus Tech Tips,470,0,1030,76832
25,k8S78v3UGT4,Linus Tech Tips,458,0,997,97336
26,OeKoEcV199s,Linus Tech Tips,244,0,634,32037
27,_vMaMCJrGVc,Linus Tech Tips,245,0,709,62893
28,s7GEYiMHcIM,Linus Tech Tips,454,0,1062,67616
29,1Xk3UGHw7u4,Linus Tech Tips,650,0,973,105764
30,lJFXthMAKKY,Linus Tech Tips,609,0,1011,71212
31,zH4OKZWcI4Q,Linus Tech Tips,682,0,1567,141754
32,IgkwSjA8sH0,Linus Tech Tips,1192,0,2920,278196
33,d1gl3ihnbDg,Linus Tech Tips,198,0,545,48446
34,mkuDqSnchOE,Linus Tech Tips,216,0,541,34472
35,NO99nADA2q4,Linus Tech Tips,240,0,628,39752
36,y3opZUJ3oM4,Linus Tech Tips,320,0,765,66796
37,fwC8yW1U-Q8,Linus Tech Tips,772,0,1659,132433
38,DklUlve_C4Y,Linus Tech Tips,2181,0,7789,967031
39,ny7Xo-6FAH0,Linus Tech Tips,364,0,1031,110842
40,kc6Rbel6n1g,Linus Tech Tips,434,0,788,55396
41,0M3NnyKqqHI,Linus Tech Tips,242,0,461,40779
42,jHfcu75I5nI,Linus Tech Tips,63,0,207,21014
43,2rFcKVCkwLc,Linus Tech Tips,281,0,422,35877
44,r2Pk27Rr6OU,Linus Tech Tips,224,0,1429,759350
45,xNRJEfLq9ps,Linus Tech Tips,118,0,330,91365
46,VX28ay0By6k,Linus Tech Tips,122,0,392,44744
47,I31OZkeLP1M,Linus Tech Tips,828,0,1761,238692
48,2w9JuFHJq18,Linus Tech Tips,169,0,378,19931
49,vy1f7Dw2_Z0,Linus Tech Tips,160,0,497,28367
0,z41fLzviKK0,Linus Tech Tips,663,0,1883,170805
1,z4KneciiKXc,Linus Tech Tips,228,0,715,75279
2,Jbjes_KQESg,Linus Tech Tips,114,0,296,35969
3,iaw7oXGM2fg,Linus Tech Tips,493,0,766,51627
4,Kbp_DPgDevQ,Linus Tech Tips,150,0,428,25317
5,1MReGCCaVkQ,Linus Tech Tips,44,0,147,12930
6,7WCRhJ5UaPY,Linus Tech Tips,189,0,575,37343
7,qFscP0AjbW4,Linus Tech Tips,54,0,361,46308
8,zqnO_cc_GN4,Linus Tech Tips,128,0,331,15204
9,akwsV_CmFUs,Linus Tech Tips,441,0,983,86369
10,YFglM_poYc4,Linus Tech Tips,133,0,452,55291
11,3t-8tVoXOH0,Linus Tech Tips,548,0,2149,374243
12,Tx8JxlznoOw,Linus Tech Tips,384,0,1067,110732
13,En0IOML5uAo,Linus Tech Tips,244,0,589,45650
14,Nnf34Py9TMs,Linus Tech Tips,142,0,492,34215
15,ssTSM20VQnc,Linus Tech Tips,662,0,1491,160337
16,KJnWlu3D_Ao,Linus Tech Tips,137,0,297,35090
17,MzrrzKQgfZE,Linus Tech Tips,281,0,539,91033
18,rIKgjOEKXeI,Linus Tech Tips,346,0,569,41508
19,pK5Cvj7uHso,Linus Tech Tips,254,0,782,93891
20,In3IVByeavA,Linus Tech Tips,266,0,550,28238
21,sqWDRu-Zp2A,Linus Tech Tips,267,0,599,71905
22,68JQgT_0whc,Linus Tech Tips,46,0,151,14509
23,H5Ndsdp9mBs,Linus Tech Tips,303,0,848,86187
24,4zgRIXP9-8U,Linus Tech Tips,103,0,321,69388
25,ftC0XIQGKhc,Linus Tech Tips,1154,0,10693,6663041
26,Jaeg116kePI,Linus Tech Tips,953,0,2038,419103
27,u5ow-5PRm5k,Linus Tech Tips,111,0,418,24276
28,-ZBOD9d8taM,Linus Tech Tips,282,0,565,53692
29,IAGeB2_ewcE,Linus Tech Tips,84,0,389,23685
30,e85Dpmgubc0,Linus Tech Tips,262,0,515,47940
31,SUqXApSXh9c,Linus Tech Tips,626,0,972,132341
32,bhNqTvr1phw,Linus Tech Tips,362,0,902,131884
33,nML8XmT16Rw,Linus Tech Tips,109,0,405,33714
34,IY5LeGb9b_A,Linus Tech Tips,486,0,1251,93776
35,_i7y1k1nTrw,Linus Tech Tips,438,0,909,77358
36,Onc9uJvjLMU,Linus Tech Tips,141,0,545,57679
37,G9mRyAWOgX4,Linus Tech Tips,289,0,1533,27276
38,nDTeSb0TzbQ,Linus Tech Tips,7324,0,63012,12182909
39,RthW4M0_MV8,Linus Tech Tips,1629,0,3243,337813
40,gaqKVh6NxU4,Linus Tech Tips,104,0,258,35241
41,Vz4uDl0x2_I,Linus Tech Tips,103,0,328,33609
42,O7_aZwQ_p4w,Linus Tech Tips,210,0,655,33172
43,_0L-ipYdtTM,Linus Tech Tips,586,0,1025,105126
44,0M61uznL9BI,Linus Tech Tips,327,0,832,71021
45,W9Pu_pxWo_E,Linus Tech Tips,1247,0,6198,1903997
46,MtgZPb5cOD0,Linus Tech Tips,288,0,664,121200
47,vd94WYRkaj4,Linus Tech Tips,596,0,1549,239474
48,Leqjhz_nOuI,Linus Tech Tips,440,0,1719,355871
49,9iovKELkvNk,Linus Tech Tips,364,0,730,79507
0,1pCbOleqKg4,Linus Tech Tips,1152,0,2831,373679
1,W6J_2ygD6JI,Linus Tech Tips,1063,0,1674,199254
2,EhlFo0lDZSo,Linus Tech Tips,203,0,428,25289
3,U14tvn99Y-w,Linus Tech Tips,136,0,355,19436
4,B4cOdabDiYU,Linus Tech Tips,207,0,611,35331
5,gIwvek4tDf8,Linus Tech Tips,346,0,1221,140887
6,H3myiMEW3EM,Linus Tech Tips,648,0,2284,294799
7,SJ4Jyr73tQo,Linus Tech Tips,215,0,837,132609
8,2aqAoXXLfcA,Linus Tech Tips,190,0,593,57347
9,r1vrCHm7mBQ,Linus Tech Tips,432,0,1165,124623
10,Qlupjr0iiLY,Linus Tech Tips,217,0,512,46594
11,npo3Cu0aJZQ,Linus Tech Tips,251,0,608,60320
12,gi14_WqwCoE,Linus Tech Tips,189,0,364,18630
13,rRrd-1Bq4Ek,Linus Tech Tips,255,0,398,18204
14,FMWJN-yQhVc,Linus Tech Tips,226,0,660,55342
15,nLq7mAisRRw,Linus Tech Tips,189,0,859,67392
16,1mPCInu3rwI,Linus Tech Tips,164,0,435,18734
17,ezKQjtM8FdE,Linus Tech Tips,448,0,1198,148065
18,0ib_AJQRWdE,Linus Tech Tips,922,0,1451,116189
19,gHLEriomyTw,Linus Tech Tips,271,0,665,38991
20,BWMXyXibCxU,Linus Tech Tips,623,0,1236,150140
21,IIH3wg7yqnw,Linus Tech Tips,625,0,1965,199351
22,_EU4kry7Izs,Linus Tech Tips,1514,0,3671,122204
23,bsIaky2PDI8,Linus Tech Tips,280,0,571,46135
24,sJ1aFSU-26E,Linus Tech Tips,298,0,661,55683
25,S-u7FdeLSMI,Linus Tech Tips,490,0,1645,156312
26,M9WKzIeDCRc,Linus Tech Tips,861,0,2778,274180
